,zip_code,CBSA Title,MSA_central_outlying,pct_black_alone,pop_black_alone,pct_below_poverty,pct_below_poverty_white_alone,pct_below_poverty_black_alone,pct_below_poverty_asian_alone,pct_below_poverty_hispanic,quartiles_pct_below_poverty,pct_change_16_to_21_pct_below_poverty_black_alone,pct_homeownership,pct_homeownership_white_alone,pct_homeownership_black_alone,pct_homeownership_asian_alone,pct_homeownership_hispanic,quartiles_pct_homeownership,pct_change_16_to_21_pct_homeownership_black_alone,Total_All_loans,Total_Female Owned_loans,Total_Male Owned_loans,Total_Unanswered_loans,White_All_loans,White_Female Owned_loans,White_Male Owned_loans,White_Unanswered_loans,Black_All_loans,Black_Female Owned_loans,Black_Male Owned_loans,Black_Unanswered_loans,Hispanic_All_loans,Hispanic_Female Owned_loans,Hispanic_Male Owned_loans,Hispanic_Unanswered_loans,Asian_All_loans,Asian_Female Owned_loans,Asian_Male Owned_loans,Asian_Unanswered_loans,Total_All_loan_amnt,Total_Female Owned_loan_amnt,Total_Male Owned_loan_amnt,Total_Unanswered_loan_amnt,White_All_loan_amnt,White_Female Owned_loan_amnt,White_Male Owned_loan_amnt,White_Unanswered_loan_amnt,Black_All_loan_amnt,Black_Female Owned_loan_amnt,Black_Male Owned_loan_amnt,Black_Unanswered_loan_amnt,Hispanic_All_loan_amnt,Hispanic_Female Owned_loan_amnt,Hispanic_Male Owned_loan_amnt,Hispanic_Unanswered_loan_amnt,Asian_All_loan_amnt,Asian_Female Owned_loan_amnt,Asian_Male Owned_loan_amnt,Asian_Unanswered_loan_amnt,pct_hh_with_broadband_internet_subscriptions,pct_hh_with_broadband_internet_subscriptions_white_alone,pct_hh_with_broadband_internet_subscriptions_black_alone,pct_hh_with_broadband_internet_subscriptions_asian_alone,pct_hh_with_broadband_internet_subscriptions_hispanic,quartiles_pct_hh_with_broadband_internet_subscriptions,pct_bach_degree_or_higher_white_alone,pct_bach_degree_or_higher_black_alone,pct_bach_degree_or_higher_asian_alone,pct_bach_degree_or_higher_hispanic,quartiles_pct_bach_degree_or_higher_white_alone,quartiles_pct_bach_degree_or_higher_black_alone,quartiles_pct_bach_degree_or_higher_asian_alone,quartiles_pct_bach_degree_or_higher_hispanic
295,37763,"Knoxville, TN",Outlying,3.1,503.0,9.0,9.0,5.4,0.0,0.0,26-50% of geographies,-29.8,80.6,82.5,12.4,44.8,,51-75% of geographies,-31.2,494.0,36.0,82.0,376.0,48.0,16.0,32.0,,,,,,,,,,10.0,,10.0,,25040644.0,4765454.0,2471868.0,17803322.0,4673838.0,3677670.0,996168.0,,,,,,,,,,128738.0,,128738.0,,91.0,91.4,70.6,84.9,100.0,51-75% of geographies,24.6,0.0,13.2,0.0,51-75% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
296,37764,"Sevierville, TN",Central,0.0,0.0,12.8,12.9,,,35.5,51-75% of geographies,,77.8,77.5,,,38.9,51-75% of geographies,,430.0,36.0,86.0,308.0,48.0,22.0,26.0,,2.0,,2.0,,4.0,4.0,,,6.0,,6.0,,34617335.0,3673796.0,4095558.0,26847980.0,4399733.0,3515704.0,884028.0,,41664.0,,41664.0,,24790.0,24790.0,,,223536.0,,223536.0,,87.0,87.2,,,47.6,26-50% of geographies,15.7,,,17.2,26-50% of geographies,,,51-75% of geographies
297,37765,,Outlying,0.0,0.0,30.4,30.4,,,0.0,Top 25% of geographies,,96.4,96.4,,,,Top 25% of geographies,,2.0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,5286.0,,5286.0,,5286.0,,5286.0,,,,,,,,,,,,,,72.7,72.7,,,100.0,Bottom 25% of geographies,5.2,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
298,37766,"Knoxville, TN",Outlying,0.2,39.0,22.8,22.9,0.0,19.2,23.5,Top 25% of geographies,0.0,60.0,60.9,100.0,0.0,26.2,Bottom 25% of geographies,0.0,900.0,102.0,266.0,532.0,252.0,62.0,188.0,2.0,2.0,2.0,,,4.0,,4.0,,2.0,,2.0,,30157034.0,1483866.0,12762222.0,15910946.0,7431862.0,506808.0,6538364.0,386690.0,41664.0,41664.0,,,125292.0,,125292.0,,12500.0,,12500.0,,74.4,74.9,30.4,61.5,70.8,Bottom 25% of geographies,10.9,0.0,57.1,12.8,Bottom 25% of geographies,Bottom 25% of geographies,51-75% of geographies,26-50% of geographies
299,37769,"Knoxville, TN",Central,0.6,35.0,22.5,21.6,0.0,,23.1,Top 25% of geographies,0.0,71.7,71.9,0.0,,100.0,26-50% of geographies,-100.0,160.0,14.0,56.0,90.0,34.0,2.0,30.0,2.0,,,,,,,,,8.0,4.0,4.0,,7545802.0,205486.0,3028855.0,4311460.0,1500600.0,1794.0,1222920.0,275886.0,,,,,,,,,132444.0,84444.0,48000.0,,85.4,85.1,100.0,,100.0,26-50% of geographies,12.1,0.0,,40.7,Bottom 25% of geographies,Bottom 25% of geographies,,Top 25% of geographies
300,37770,"Knoxville, TN",Outlying,0.0,0.0,22.8,23.1,,,,Top 25% of geographies,,88.6,88.3,,,,Top 25% of geographies,,102.0,8.0,50.0,44.0,40.0,6.0,34.0,,,,,,,,,,,,,,1066796.0,14390.0,427052.0,625354.0,294688.0,10334.0,284354.0,,,,,,,,,,,,,,75.8,75.4,,,,Bottom 25% of geographies,10.0,,,,Bottom 25% of geographies,,,
301,37771,"Knoxville, TN",Central,1.5,266.0,18.6,16.2,0.0,0.0,25.2,Top 25% of geographies,-15.7,69.8,73.0,41.9,,33.8,26-50% of geographies,10.3,754.0,54.0,156.0,544.0,78.0,22.0,54.0,2.0,4.0,4.0,,,2.0,,2.0,,16.0,4.0,12.0,,46731841.0,1039380.0,12575700.0,33116760.0,3375976.0,356554.0,2816822.0,202600.0,83326.0,83326.0,,,230944.0,,230944.0,,267028.0,16564.0,250464.0,,90.0,90.0,100.0,100.0,100.0,51-75% of geographies,18.8,0.0,0.0,12.3,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,26-50% of geographies
302,37772,"Knoxville, TN",Central,1.0,133.0,10.3,10.0,46.3,0.0,0.0,26-50% of geographies,1.7,85.5,87.7,0.0,92.3,13.5,51-75% of geographies,-100.0,590.0,38.0,114.0,438.0,48.0,10.0,38.0,,,,,,2.0,2.0,,,2.0,,2.0,,27518644.0,731776.0,6546256.0,20240614.0,2499819.0,284840.0,2214979.0,,,,,,5830.0,5830.0,,,160856.0,,160856.0,,93.5,93.5,100.0,100.0,100.0,Top 25% of geographies,41.7,22.7,95.3,45.7,Top 25% of geographies,51-75% of geographies,Top 25% of geographies,Top 25% of geographies
303,37774,"Knoxville, TN",Central,1.1,210.0,9.4,9.4,1.4,0.0,20.3,26-50% of geographies,-8.4,87.0,87.7,37.3,,62.9,Top 25% of geographies,-22.9,688.0,40.0,78.0,570.0,72.0,26.0,42.0,4.0,,,,,2.0,,2.0,,2.0,,2.0,,41729702.0,1040976.0,6335073.0,34353654.0,2451618.0,516370.0,1750078.0,185170.0,,,,,9164.0,,9164.0,,26400.0,,26400.0,,84.3,83.3,100.0,100.0,96.4,26-50% of geographies,31.0,13.1,0.0,0.7,51-75% of geographies,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies
304,37777,"Knoxville, TN",Central,4.7,614.0,10.6,7.4,8.7,5.2,61.9,26-50% of geographies,-1.3,66.5,69.1,52.3,47.5,36.0,26-50% of geographies,29.9,526.0,62.0,134.0,330.0,80.0,30.0,50.0,,6.0,4.0,2.0,,4.0,2.0,2.0,,,,,,38605620.0,4273555.0,14967490.0,19364575.0,8622398.0,2632034.0,5990364.0,,48166.0,19002.0,29164.0,,14304.0,3890.0,10414.0,,,,,,88.9,88.8,80.4,47.3,98.2,51-75% of geographies,28.1,28.7,63.8,2.9,51-75% of geographies,51-75% of geographies,51-75% of geographies,26-50% of geographies
305,37779,"Knoxville, TN",Outlying,0.0,0.0,18.8,19.2,,0.0,6.5,Top 25% of geographies,,81.5,82.3,,100.0,95.1,51-75% of geographies,,40.0,8.0,10.0,22.0,14.0,8.0,6.0,,,,,,,,,,2.0,,2.0,,562046.0,188574.0,288380.0,85092.0,312174.0,188574.0,123600.0,,,,,,,,,,43400.0,,43400.0,,75.1,74.2,,100.0,88.7,Bottom 25% of geographies,6.8,,0.0,5.2,Bottom 25% of geographies,,Bottom 25% of geographies,26-50% of geographies
306,37801,"Knoxville, TN",Central,2.0,547.0,11.4,11.4,0.9,0.0,32.1,51-75% of geographies,-8.1,70.5,71.8,62.6,35.2,45.8,26-50% of geographies,21.5,1452.0,132.0,332.0,988.0,220.0,72.0,148.0,,2.0,,2.0,,4.0,,4.0,,10.0,4.0,4.0,2.0,106235253.0,6836186.0,40418926.0,58980142.0,37142781.0,3817273.0,33325507.0,,40000.0,,40000.0,,27602.0,,27602.0,,470628.0,46428.0,320000.0,104200.0,85.4,84.6,100.0,100.0,79.3,26-50% of geographies,23.1,36.3,68.8,15.6,51-75% of geographies,Top 25% of geographies,51-75% of geographies,51-75% of geographies
307,37803,"Knoxville, TN",Central,0.9,286.0,7.2,7.1,12.5,20.4,4.7,26-50% of geographies,12.5,81.1,82.2,48.7,0.0,63.7,51-75% of geographies,38.6,870.0,114.0,176.0,580.0,116.0,42.0,74.0,,2.0,2.0,,,2.0,,2.0,,,,,,31693348.0,1376842.0,12518082.0,17798422.0,8338684.0,376746.0,7961938.0,,1104.0,1104.0,,,6000.0,,6000.0,,,,,,90.3,91.0,67.8,100.0,80.3,51-75% of geographies,30.0,47.8,0.0,20.9,51-75% of geographies,Top 25% of geographies,Bottom 25% of geographies,51-75% of geographies
308,37804,"Knoxville, TN",Central,2.5,684.0,9.6,9.4,28.6,0.3,12.9,26-50% of geographies,-4.0,75.9,76.7,57.8,91.0,62.1,26-50% of geographies,7.3,1148.0,114.0,266.0,768.0,200.0,52.0,138.0,10.0,8.0,,8.0,,6.0,4.0,2.0,,4.0,,4.0,,113099774.0,3200673.0,37284842.0,72614260.0,12133265.0,809334.0,10654310.0,669620.0,122322.0,,122322.0,,20028064.0,28064.0,20000000.0,,124370.0,,124370.0,,88.6,88.0,85.6,100.0,91.5,51-75% of geographies,21.9,36.0,12.5,10.0,26-50% of geographies,Top 25% of geographies,Bottom 25% of geographies,26-50% of geographies
309,37806,"Knoxville, TN",Central,3.2,100.0,9.5,9.8,0.0,,0.0,26-50% of geographies,0.0,65.2,64.4,100.0,,0.0,Bottom 25% of geographies,0.0,58.0,12.0,14.0,32.0,8.0,,8.0,,6.0,6.0,,,,,,,,,,,4937654.0,131706.0,202462.0,4603486.0,81142.0,,81142.0,,34284.0,34284.0,,,,,,,,,,,85.1,85.1,64.0,,0.0,26-50% of geographies,18.0,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
310,37807,"Knoxville, TN",Outlying,1.0,115.0,18.2,17.4,3.7,0.0,5.3,Top 25% of geographies,-41.3,74.6,76.6,0.0,74.6,100.0,26-50% of geographies,-71.3,264.0,42.0,108.0,114.0,110.0,36.0,70.0,4.0,,,,,,,,,2.0,2.0,,,9900166.0,1626474.0,4121168.0,4152524.0,3703505.0,1252240.0,2426955.0,24310.0,,,,,,,,,150000.0,150000.0,,,72.2,73.2,13.4,100.0,100.0,Bottom 25% of geographies,12.8,11.3,0.0,0.0,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
311,37809,"Greeneville, TN",Central,1.2,26.0,23.8,22.9,100.0,,,Top 25% of geographies,,65.6,66.8,0.0,,,Bottom 25% of geographies,,40.0,,14.0,26.0,4.0,,4.0,,,,,,,,,,,,,,1958488.0,,192188.0,1766300.0,43484.0,,43484.0,,,,,,,,,,,,,,77.7,77.4,100.0,,,Bottom 25% of geographies,6.5,0.0,,,Bottom 25% of geographies,Bottom 25% of geographies,,
312,37810,"Greeneville, TN",Central,0.0,0.0,37.3,33.9,,,91.3,Top 25% of geographies,,79.0,78.8,,,97.2,51-75% of geographies,,62.0,12.0,16.0,34.0,18.0,8.0,10.0,,,,,,,,,,,,,,2220832.0,639000.0,911964.0,669868.0,863502.0,586334.0,277168.0,,,,,,,,,,,,,,74.5,73.1,,,100.0,Bottom 25% of geographies,10.6,,,0.0,Bottom 25% of geographies,,,Bottom 25% of geographies
313,37811,"Kingsport-Bristol, TN-VA",Central,0.7,31.0,15.2,15.3,19.4,0.0,74.2,51-75% of geographies,19.4,86.9,87.3,0.0,,100.0,Top 25% of geographies,,80.0,16.0,22.0,42.0,26.0,12.0,14.0,,,,,,,,,,,,,,1603236.0,180466.0,400444.0,1022326.0,477102.0,148516.0,328586.0,,,,,,,,,,,,,,88.9,88.8,100.0,100.0,100.0,51-75% of geographies,9.3,0.0,0.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
314,37813,"Morristown, TN",Central,4.8,844.0,24.1,18.1,42.3,62.8,53.6,Top 25% of geographies,-15.3,68.0,73.5,21.2,34.0,36.5,26-50% of geographies,-13.8,630.0,70.0,152.0,408.0,142.0,40.0,98.0,4.0,4.0,2.0,2.0,,12.0,12.0,,,10.0,,8.0,2.0,125054468.0,2647623.0,8909114.0,113497732.0,6768790.0,759356.0,5946835.0,62600.0,65524.0,41664.0,23860.0,,158280.0,158280.0,,,590484.0,,548818.0,41666.0,84.3,83.9,82.6,100.0,93.1,26-50% of geographies,10.6,26.7,41.6,3.6,Bottom 25% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
315,37814,"Morristown, TN",Central,4.4,1491.0,16.4,13.7,35.7,0.0,40.0,51-75% of geographies,-9.8,62.0,63.8,51.1,80.6,22.0,Bottom 25% of geographies,-5.4,1218.0,112.0,318.0,788.0,242.0,64.0,172.0,6.0,12.0,6.0,6.0,,12.0,,10.0,2.0,26.0,6.0,18.0,2.0,86892190.0,4621200.0,17576380.0,64694610.0,8412453.0,1377026.0,6834509.0,200918.0,138576.0,69568.0,69008.0,,429872.0,,343300.0,86572.0,1571102.0,121810.0,1309292.0,140000.0,87.9,88.0,81.5,100.0,90.1,26-50% of geographies,21.1,20.3,61.8,5.9,26-50% of geographies,51-75% of geographies,51-75% of geographies,26-50% of geographies
316,37818,"Greeneville, TN",Central,0.5,27.0,18.5,18.1,29.6,,0.0,Top 25% of geographies,-49.2,80.2,81.0,80.2,,0.0,51-75% of geographies,-19.8,154.0,10.0,62.0,82.0,52.0,2.0,50.0,,,,,,,,,,,,,,6754097.0,153692.0,3543380.0,3057024.0,939610.0,26460.0,913150.0,,,,,,,,,,,,,,72.8,72.6,100.0,,0.0,Bottom 25% of geographies,7.8,26.7,,0.0,Bottom 25% of geographies,51-75% of geographies,,Bottom 25% of geographies
317,37819,"Knoxville, TN",Outlying,0.0,0.0,19.9,20.5,,,,Top 25% of geographies,,61.4,60.8,,,,Bottom 25% of geographies,,46.0,8.0,14.0,24.0,22.0,8.0,14.0,,,,,,,,,,,,,,801955.0,81832.0,208038.0,512086.0,289870.0,81832.0,208038.0,,,,,,,,,,,,,,67.6,69.2,,,,Bottom 25% of geographies,12.4,,,,Bottom 25% of geographies,,,
318,37820,"Morristown, TN",Central,1.3,97.0,16.6,14.5,29.9,0.0,14.6,51-75% of geographies,29.9,81.2,81.0,97.4,81.2,47.4,51-75% of geographies,0.4,220.0,28.0,48.0,144.0,42.0,18.0,24.0,,2.0,2.0,,,,,,,,,,,15016100.0,756607.0,7478389.0,6781104.0,5763900.0,141384.0,5622514.0,,38366.0,38366.0,,,,,,,,,,,81.4,80.8,87.6,100.0,91.5,Bottom 25% of geographies,16.3,0.0,16.7,10.7,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies,26-50% of geographies
319,37821,"Newport, TN",Central,2.4,514.0,24.6,22.9,47.6,0.0,57.4,Top 25% of geographies,24.7,65.6,67.1,38.0,0.0,39.4,Bottom 25% of geographies,-22.1,560.0,54.0,152.0,354.0,138.0,40.0,96.0,2.0,,,,,,,,,6.0,,6.0,,34491589.0,928606.0,10073652.0,23489330.0,5031173.0,407976.0,4450422.0,172774.0,,,,,,,,,74108.0,,74108.0,,75.4,75.6,39.7,91.9,65.1,Bottom 25% of geographies,11.8,10.9,0.0,4.1,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies,26-50% of geographies
320,37825,,Outlying,1.8,162.0,14.7,13.4,0.0,0.0,21.5,51-75% of geographies,-65.2,69.5,70.6,,,97.3,26-50% of geographies,,390.0,56.0,234.0,100.0,242.0,48.0,186.0,8.0,2.0,2.0,,,,,,,4.0,,4.0,,14493121.0,698173.0,9662300.0,4132650.0,5158711.0,640310.0,4364483.0,153918.0,2652.0,2652.0,,,,,,,72600.0,,72600.0,,73.8,72.7,100.0,100.0,100.0,Bottom 25% of geographies,18.6,0.0,0.0,0.0,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
321,37826,"Athens, TN",Central,3.1,138.0,9.9,10.9,0.0,0.0,0.0,26-50% of geographies,-64.3,83.8,83.7,100.0,97.8,21.0,51-75% of geographies,0.0,168.0,2.0,16.0,150.0,10.0,,10.0,,,,,,,,,,,,,,10224787.0,7076.0,3730480.0,6487232.0,548846.0,,548846.0,,,,,,,,,,,,,,84.8,83.4,100.0,100.0,100.0,26-50% of geographies,17.4,26.1,13.3,8.7,26-50% of geographies,51-75% of geographies,Bottom 25% of geographies,26-50% of geographies
322,37828,"Knoxville, TN",Central,0.4,6.0,4.0,4.1,,0.0,,Bottom 25% of geographies,,82.5,82.0,,92.8,,51-75% of geographies,,64.0,14.0,6.0,44.0,16.0,8.0,4.0,4.0,,,,,,,,,,,,,8008474.0,555244.0,999935.0,6453296.0,512470.0,408844.0,17690.0,85938.0,,,,,,,,,,,,,87.7,87.4,,100.0,,26-50% of geographies,57.7,,0.0,,Top 25% of geographies,,Bottom 25% of geographies,
323,37829,"Knoxville, TN",Outlying,0.0,0.0,17.8,18.8,,,0.0,Top 25% of geographies,,82.9,83.9,,,0.0,51-75% of geographies,,20.0,,8.0,12.0,4.0,,4.0,,,,,,,,,,,,,,411315.0,,288682.0,122632.0,16150.0,,16150.0,,,,,,,,,,,,,,81.5,80.2,,,100.0,26-50% of geographies,4.6,,,5.3,Bottom 25% of geographies,,,26-50% of geographies
324,37830,"Knoxville, TN",Central,6.3,1985.0,14.6,14.6,21.2,6.8,9.6,51-75% of geographies,-0.2,63.0,66.4,53.7,41.2,41.4,Bottom 25% of geographies,18.4,1362.0,128.0,384.0,850.0,216.0,44.0,170.0,2.0,42.0,16.0,24.0,2.0,8.0,2.0,6.0,,34.0,12.0,22.0,,192711267.0,10400220.0,59502916.0,122808132.0,18441760.0,5305102.0,13052726.0,83932.0,2012857.0,387030.0,1046383.0,579444.0,54786.0,9164.0,45622.0,,631610.0,411931.0,219678.0,,94.3,94.6,92.7,100.0,97.8,Top 25% of geographies,40.3,19.4,82.7,15.7,Top 25% of geographies,51-75% of geographies,Top 25% of geographies,51-75% of geographies
325,37840,"Knoxville, TN",Outlying,0.0,0.0,17.1,17.4,,0.0,44.0,51-75% of geographies,,72.0,71.9,,89.9,57.6,26-50% of geographies,,288.0,40.0,66.0,182.0,70.0,28.0,42.0,,,,,,2.0,,2.0,,2.0,,2.0,,12023482.0,837199.0,2265986.0,8920298.0,2293655.0,645253.0,1648402.0,,,,,,33426.0,,33426.0,,7906.0,,7906.0,,87.9,87.7,,100.0,100.0,26-50% of geographies,16.3,,100.0,66.0,26-50% of geographies,,Top 25% of geographies,Top 25% of geographies
326,37841,,Outlying,0.2,16.0,25.2,24.6,0.0,,0.0,Top 25% of geographies,,70.2,70.6,,,87.8,26-50% of geographies,,520.0,46.0,104.0,370.0,108.0,34.0,70.0,4.0,,,,,,,,,,,,,22231103.0,3209556.0,6736499.0,12285047.0,7672566.0,3080584.0,4495862.0,96120.0,,,,,,,,,,,,,77.4,77.5,0.0,,100.0,Bottom 25% of geographies,11.9,0.0,,0.0,Bottom 25% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
327,37843,"Newport, TN",Central,4.6,195.0,14.4,13.7,33.8,,0.0,51-75% of geographies,-17.9,80.6,79.8,99.8,,26.9,51-75% of geographies,5.5,78.0,8.0,20.0,50.0,26.0,6.0,20.0,,,,,,,,,,,,,,1387824.0,40018.0,213544.0,1134262.0,241312.0,27768.0,213544.0,,,,,,,,,,,,,,78.3,77.7,82.1,,100.0,Bottom 25% of geographies,14.0,21.1,,0.0,Bottom 25% of geographies,51-75% of geographies,,Bottom 25% of geographies
328,37845,,Outlying,0.0,0.0,40.6,40.6,,,,Top 25% of geographies,,70.5,70.5,,,,26-50% of geographies,,6.0,,2.0,4.0,2.0,,2.0,,,,,,,,,,,,,,304382.0,,266322.0,38060.0,266322.0,,266322.0,,,,,,,,,,,,,,40.1,40.1,,,,Bottom 25% of geographies,0.0,,,,Bottom 25% of geographies,,,
329,37846,"Knoxville, TN",Central,5.0,209.0,11.2,10.7,13.4,,5.3,51-75% of geographies,0.9,76.8,78.4,24.6,,74.3,26-50% of geographies,-75.4,162.0,8.0,18.0,136.0,18.0,8.0,10.0,,2.0,,2.0,,,,,,,,,,3289064.0,410630.0,209603.0,2668832.0,582573.0,410630.0,171943.0,,6770.0,,6770.0,,,,,,,,,,82.1,80.0,100.0,,94.7,26-50% of geographies,16.5,0.0,,0.0,26-50% of geographies,Bottom 25% of geographies,,Bottom 25% of geographies
330,37847,"Knoxville, TN",Outlying,0.0,0.0,22.9,23.0,,0.0,,Top 25% of geographies,,83.1,83.0,,,,51-75% of geographies,,142.0,16.0,38.0,88.0,48.0,16.0,32.0,,,,,,,,,,4.0,,4.0,,5535450.0,36840.0,894766.0,4603846.0,852538.0,36840.0,815700.0,,,,,,,,,,37400.0,,37400.0,,76.6,76.6,,100.0,,Bottom 25% of geographies,7.7,,,,Bottom 25% of geographies,,,
331,37848,"Morristown, TN",Outlying,0.0,0.0,12.7,13.5,,,,51-75% of geographies,,83.0,83.0,,,,51-75% of geographies,,22.0,6.0,12.0,4.0,14.0,2.0,12.0,,,,,,,,,,,,,,366546.0,23320.0,249426.0,93800.0,258226.0,8800.0,249426.0,,,,,,,,,,,,,,51.9,48.6,,,,Bottom 25% of geographies,15.2,,,,26-50% of geographies,,,
332,37849,"Knoxville, TN",Central,1.9,549.0,7.7,7.2,42.1,0.0,18.9,26-50% of geographies,40.0,79.6,80.5,47.8,0.0,48.5,51-75% of geographies,-52.2,964.0,114.0,226.0,624.0,152.0,60.0,90.0,2.0,6.0,4.0,2.0,,,,,,,,,,61015274.0,1863418.0,24123463.0,35028394.0,7373723.0,685660.0,6538918.0,149146.0,120408.0,78744.0,41664.0,,,,,,,,,,91.7,92.0,67.2,28.3,75.6,51-75% of geographies,29.5,34.9,2.2,5.0,51-75% of geographies,Top 25% of geographies,Bottom 25% of geographies,26-50% of geographies
333,37851,,Outlying,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,37852,,Outlying,0.0,0.0,12.0,12.1,,,0.0,51-75% of geographies,,82.2,82.0,,,,51-75% of geographies,,78.0,4.0,10.0,64.0,12.0,4.0,6.0,2.0,,,,,,,,,,,,,1456316.0,46310.0,109434.0,1300572.0,108221.0,46310.0,55306.0,6606.0,,,,,,,,,,,,,66.1,65.7,,,100.0,Bottom 25% of geographies,7.8,,,100.0,Bottom 25% of geographies,,,Top 25% of geographies
335,37853,"Knoxville, TN",Central,3.4,113.0,15.1,15.8,9.7,0.0,56.3,51-75% of geographies,-8.3,73.4,73.4,96.9,97.8,4.9,26-50% of geographies,38.6,126.0,6.0,16.0,104.0,10.0,2.0,8.0,,6.0,4.0,2.0,,,,,,,,,,17159072.0,80200.0,2850494.0,14228378.0,178822.0,12700.0,166122.0,,97914.0,67500.0,30414.0,,,,,,,,,,85.2,85.0,89.2,0.0,31.5,26-50% of geographies,16.4,0.0,0.0,2.7,26-50% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,26-50% of geographies
336,37854,"Knoxville, TN",Outlying,0.7,88.0,18.5,19.1,37.7,0.0,12.5,Top 25% of geographies,-24.0,73.4,74.6,45.9,29.4,0.0,26-50% of geographies,-3.6,232.0,16.0,46.0,170.0,30.0,10.0,20.0,,2.0,,2.0,,,,,,,,,,13119398.0,325879.0,6185272.0,6608248.0,5170542.0,294373.0,4876170.0,,9686.0,,9686.0,,,,,,,,,,86.1,85.7,100.0,76.8,100.0,26-50% of geographies,14.7,43.2,43.9,42.3,26-50% of geographies,Top 25% of geographies,26-50% of geographies,Top 25% of geographies
337,37857,"Kingsport-Bristol, TN-VA",Central,1.9,394.0,19.9,19.1,5.1,65.1,52.1,Top 25% of geographies,-20.4,74.7,75.4,81.5,74.7,37.3,26-50% of geographies,-13.3,556.0,58.0,116.0,382.0,140.0,48.0,88.0,4.0,2.0,,,2.0,2.0,2.0,,,4.0,,4.0,,25396018.0,745498.0,1926014.0,22724506.0,1729874.0,576642.0,1128230.0,25000.0,41664.0,,,41664.0,22196.0,22196.0,,,80978.0,,80978.0,,82.5,82.5,81.9,34.9,99.1,26-50% of geographies,16.9,18.0,30.8,2.7,26-50% of geographies,51-75% of geographies,26-50% of geographies,26-50% of geographies
338,37860,"Morristown, TN",Central,0.0,0.0,10.3,10.9,,,0.0,26-50% of geographies,,68.5,68.4,,,100.0,26-50% of geographies,,60.0,14.0,16.0,30.0,26.0,12.0,14.0,,,,,,2.0,2.0,,,,,,,4465412.0,313928.0,233210.0,3918274.0,484308.0,273248.0,211060.0,,,,,,40680.0,40680.0,,,,,,,92.5,92.6,,,100.0,51-75% of geographies,12.1,,,27.2,Bottom 25% of geographies,,,51-75% of geographies
339,37861,"Morristown, TN",Outlying,0.1,7.0,16.3,15.8,0.0,100.0,7.7,51-75% of geographies,-100.0,76.8,77.3,76.8,0.0,45.3,26-50% of geographies,51.9,380.0,4.0,68.0,308.0,36.0,2.0,34.0,,,,,,,,,,,,,,11031032.0,21924.0,3942910.0,7066198.0,603526.0,18744.0,584782.0,,,,,,,,,,,,,,75.9,75.9,0.0,100.0,33.0,Bottom 25% of geographies,8.9,0.0,0.0,0.0,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies,Bottom 25% of geographies
340,37862,"Sevierville, TN",Central,0.9,202.0,17.3,17.2,31.1,0.0,50.9,51-75% of geographies,5.2,60.2,62.1,36.1,12.7,19.1,Bottom 25% of geographies,-38.7,1644.0,176.0,318.0,1150.0,200.0,88.0,112.0,,6.0,2.0,4.0,,18.0,8.0,10.0,,22.0,,20.0,2.0,110377567.0,4609102.0,21836923.0,83931544.0,7187734.0,1643124.0,5544610.0,,83370.0,41664.0,41706.0,,246468.0,145340.0,101128.0,,557580.0,,548580.0,9000.0,82.1,81.1,49.5,93.8,74.2,26-50% of geographies,21.8,0.0,49.0,0.5,26-50% of geographies,Bottom 25% of geographies,51-75% of geographies,26-50% of geographies
341,37863,"Sevierville, TN",Central,0.1,9.0,21.8,17.7,,0.0,13.7,Top 25% of geographies,,51.0,51.9,,0.0,3.6,Bottom 25% of geographies,,1040.0,106.0,238.0,696.0,110.0,52.0,52.0,6.0,,,,,4.0,,4.0,,48.0,10.0,38.0,,132033609.0,10559898.0,23752891.0,97720820.0,13584652.0,3537090.0,5634476.0,4413086.0,,,,,738242.0,,738242.0,,2161483.0,228914.0,1932569.0,,77.8,78.6,,100.0,85.5,Bottom 25% of geographies,13.0,0.0,19.8,0.0,Bottom 25% of geographies,Bottom 25% of geographies,26-50% of geographies,Bottom 25% of geographies
